,event,number_of_frames
479,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__15,215
480,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927025215562__20120927025216625@DVR-1_Ch2__0,800
481,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__7,378
482,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__6,800
483,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__18,183
484,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__13,800
485,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__2,54
486,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__4,800
487,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007041743672__20121007041744453@DVR-1_Ch2__5,703
488,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927074713812__20120927074715687@DVR-1_Ch2__0,800
489,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927120431813__20120927120432891@DVR-1_Ch2__7,800
490,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__9,657
491,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/bur/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926142035766__20120926142036469@DVR-1_Ch2__0,800
492,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__11,800
493,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__23,800
494,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__15,791
495,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__13,302
496,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__22,590
497,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__17,800
498,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926202013594__20120926202013969@DVR-1_Ch2__16,800
499,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__25,573
500,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__3,464
501,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__9,637
502,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__10,800
503,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927071712735__20120927071713125@DVR-1_Ch2__24,800
504,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__1,800
505,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__4,800
506,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__6,800
507,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927210515063__20120927210515860@DVR-1_Ch2__0,800
508,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__5,499
509,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__24,800
510,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__4,622
511,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__18,800
512,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__1,800
513,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__0,800
514,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__29,800
515,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__14,530
516,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__16,800
517,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923203845031__20120923203845703@DVR-1_Ch2__0,800
518,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__7,566
519,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__7,800
520,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__0,800
521,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__13,254
522,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007100538579__20121007100539375@DVR-1_Ch2__4,713
523,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__18,291
524,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__0,800
525,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__6,366
526,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__5,800
527,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007044745828__20121007044746610@DVR-1_Ch2__2,800
528,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923123503844__20120923123504141@DVR-1_Ch2__4,800
529,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__30,800
530,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__3,783
531,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__8,538
532,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__12,437
533,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__16,227
534,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923183410234__20120923183410859@DVR-1_Ch2__9,800
535,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923123503844__20120923123504141@DVR-1_Ch2__5,585
536,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__4,800
537,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__6,800
538,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__15,328
539,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__9,117
540,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120927042218859__20120927042219906@DVR-1_Ch2__3,96
541,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007100538579__20121007100539375@DVR-1_Ch2__0,143
542,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923212128015__20120923212128422@DVR-1_Ch2__16,603
543,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__10,540
544,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__22,107
545,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923170028719__20120923170030282@DVR-1_Ch2__24,34
546,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__5,302
547,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__0,800
548,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923215129593__20120923215130500@DVR-1_Ch2__8,686
549,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007011736922__20121007011737719@DVR-1_Ch2__8,252
550,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__17,416
551,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007091608734__20121007091610593@DVR-1_Ch2__5,257
552,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__3,800
553,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007074604922__20121007074606750@DVR-1_Ch2__0,161
554,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__1,515
555,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007093537875__20121007093538234@DVR-1_Ch2__2,800
556,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__5,119
557,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__6,800
558,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__7,800
559,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__12,800
560,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__12,800
561,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926215627047__20120926215628922@DVR-1_Ch2__0,800
562,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007031741969__20121007031742766@DVR-1_Ch2__2,722
563,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__9,536
564,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007081606000__20121007081607843@DVR-1_Ch2__4,743
565,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923235119593__20120923235120546@DVR-1_Ch2__10,704
566,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__11,800
567,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007061601500__20121007061602312@DVR-1_Ch2__6,664
568,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__4,800
569,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923112913625__20120923112914391@DVR-1_Ch2__20,238
570,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923203845031__20120923203845703@DVR-1_Ch2__1,800
571,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__21,336
572,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120924003102032__20120924003102719@DVR-1_Ch2__10,800
573,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__5,800
574,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__8,718
575,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007024740828__20121007024741609@DVR-1_Ch2__13,800
576,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__4,83
577,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923210008094__20120923210008750@DVR-1_Ch2__4,749
578,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923130505000__20120923130505812@DVR-1_Ch2__8,800
579,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__16,800
580,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__20,168
581,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007014738062__20121007014738859@DVR-1_Ch2__9,520
582,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__3,677
583,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923151741031__20120923151743031@DVR-1_Ch2__6,800
584,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923232118984__20120923232119391@DVR-1_Ch2__7,779
585,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007064602625__20121007064604437@DVR-1_Ch2__5,800
586,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923222130797__20120923222131688@DVR-1_Ch2__6,570
587,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923132307000__20120923132307453@DVR-1_Ch2__8,543
588,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007021739687__20121007021740469@DVR-1_Ch2__12,800
589,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP155.800-186.495_D__DATA_20120926205014937__20120926205015547@DVR-1_Ch2__15,800
590,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923190412047__20120923190412953@DVR-1_Ch2__10,800
591,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007084607641__20121007084609484@DVR-1_Ch2__6,130
592,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP130.417-145.077_A__DATA_20120923200437187__20120923200437828@DVR-1_Ch2__6,800
593,/media/raid/astamoulakatos/nsea_frame_sequences/centre_Ch2/exp/Survey-2-2012__Project 1__IC2__KP145.020-155.882_A__DATA_20121007004735281__20121007004736125@DVR-1_Ch2__6,800
